x,y,title,User,Category,Description,Installations,Score,image
4.8376875,13.346086,Numberblocks World,Children,Numeracy development,"Get ready for a unique animated adventure! Packed with number magic that you can count on to help your child master numbers in an easy and exciting way, Numberblocks World helps build confidence in and enjoyment of maths. Numberblocks World is a fun ...","500,000",3.97,https://play-lh.googleusercontent.com/CZ5Oz2J3vQCYkPKTgxvh2QGq7oOm1WTs89p-lruaWh660hLybjV8hgBAsLtT2mZT7SI
2.4689684,12.466551,Puzzle Kids - Animals Shapes and Jigsaw Puzzles,Children,Learning play,"What’s the best way to build your child’s logic skills and help them recognize shapes and patterns? By playing the colorful and completely free educational app Puzzle Kids - Jigsaw Puzzles

Puzzle Kids takes learning seriously with a selection of d...","10,000,000",4.1,https://play-lh.googleusercontent.com/BtFkn1rjk4fpBprL86eHINEKtVRlAlnDqgtx0JOjVckZcrbZMe7-0DJAHUytHHZ1Aw
5.7438073,8.467848,French Learning For Kids,Children,Literacy - non-English,Do you want to teach your kids French? Then 'French Learning For Kids' is a must download if you want to teach them French in a fun and engaging way. Download 'French Learning For Kids' now to give your child the best chance to learn French for life....,"500,000",3.96,https://play-lh.googleusercontent.com/_6F2t7HMqssTMS8H37zu9DdpyizUN8Ffiz49MM-FZbhZ5o3t-rJp66AMuOlacKpGtA
4.0271606,13.175063,Math Makers,Children,Numeracy development,"Created by educational experts, Math Makers is the only math game that doesn't feel like math. Our award-winning app for ages 4-10 is loved by millions of kids who play it to learn math without studying.

Math Makers expands on the multi-award winn...","10,000",3.78,https://play-lh.googleusercontent.com/JYJNGofWy7jXdQUNfveXQ-CgxYtCGJ4RxHT_LtWov1Xb1do7xMkcz9IlN7wYVFxhkAc
0.15564941,5.2268996,Lenny - Baby tracker,Parents,Tracking babies' rhythms,"Lenny Baby Day is a simple and reliable baby care assistant for your Newborn. Without any registration, you can easily record breastfeeding, bottle feeding, milk pumping, diaper changing, sleep pattern, growth data, etc. 100% free!
Parenting togethe...",100,n/a,https://play-lh.googleusercontent.com/PLK7FSOHT9z7vd9wEuL5VchMhrerTYbQb27TducS2suyqCDjV6uMI6lhG20At4ICp1M
1.6185302,3.9590733,Sprout Pregnancy,Parents,Pregnancy tracking,"Congratulations on your pregnancy and welcome to Sprout - one of Time Magazine’s Top 50 Apps of the Year.

Trusted and recommended by expecting families all over the world, Sprout Pregnancy guides you through every day of your pregnancy. It helps k...","1,000,000",4.51,https://play-lh.googleusercontent.com/39vFvjBRZohoXefwAA7FBEdGnNHhs0RGn2qYdTgb0k6uzF9r3jQkjv3w2MXgrOrNK7GZ
-1.8172458,7.084256,White Noise Baby Sleep Sounds,Parents,Helping babies to sleep,"White Noise Baby Sleep Sounds free app helps your baby (and you!) to fall asleep using classic monotonous sounds (""white noise"") proven to be effective by generations of parents.

Simply select the desired sound or create your own mix using these H...","1,000,000",4.85,https://play-lh.googleusercontent.com/_iMy9cAf1E2lVZO-Blu0pYnAsOHbMSzq6rQwGxon7-WradNhVyiic3vRqrcool0s3g
0.6912038,10.103096,Sago Mini Fun Fair,Children,General play,"Try before you buy!* Play Fun Fair free 6 times, no strings attached.

The fun fair is in town, and you’ve got a season pass! Join your Sago Mini pals as you try your luck at classic carnival games, take a spin on a fairground ride or take a hayrid...","1,000,000",3.88,https://play-lh.googleusercontent.com/9rt-3ZtrWeNSujO5SKNmTIKRaMafjbZThZUejQaTuxmlgCfeqTJeqHJRCYtpH8YDsQ
2.6245682,0.97506046,Woman diary (calendar),Parents,Fertility tracking,"“Women's Calendar” is a very simple and easy to use calendar for monitoring the status of your monthly period, as well as determining the date of ovulation and the fertile period (the possibility to become pregnant).
Also, the program will be useful...","1,000,000",4.75,https://play-lh.googleusercontent.com/BTJjU3krGoLpcrFuZvSPzILRkKVD_T22xwBVNDubKm3nFrAl3EzJzaiEHZsDPVyJCJc
6.346006,10.234084,Russian alphabet learning with letter games,Children,Literacy - non-English," We bring to your attention the Russian alphabet for children 3, 4, 5 and 6 years old and everyone who wants to start to study Russian letters by playing with them. 
 This is not a simple alphabet, this is a full-fledged application for toddlers and ...","10,000",n/a,https://play-lh.googleusercontent.com/XY_5vyQ-pt5A9R8wTT2q5cJv84YhSem86rE1YCQNsyhunBltbkVgHmX9Y4xi3vbwZro
-1.0477698,11.115469,Dinosaur games for kids age 2,Children,General play,"Set off on a new exciting journey with your friend - Raccoon! Explore Dinosaur World, play educational games, make friends with each of the dinosaurs and learn interesting things about them. They all want to be a part of your unique Dinosaur Park!
...","1,000,000",3.67,https://play-lh.googleusercontent.com/7qcQJugA9t-60HInqfBgJ7r4Bfchlbpw7kqCYVuVyGoNwxZerMJ6l0R9_wN-tAgrvjI
1.8863364,0.8054208,Period Tracker - My Calendar,Parents,Fertility tracking,"Period Ovulation Tracker - My Calendar can help you view past and predict next period, fertile and ovulation day.  Never be afraid of missing your period and ovulation. 

Period Ovulation Tracker - My Calendar is designed very beautiful and simple....","1,000,000",4.53,https://play-lh.googleusercontent.com/_qypTqpg5E-mrbnwWLByGFFZT9MVTlhNQjkxgV1MeyjQhcmw20BXZQrnv8t9YnYuhvw6
0.21486449,5.6006985,Baby Daybook - Baby Tracker,Parents,Tracking babies' rhythms,"Baby Daybook is all in one baby tracker with family sync, growth tracking, reminders, photo albums and more!

We developed this baby care app considering user suggestions gathered over many years. Every aspect of the app is fine tuned to be as conv...","1,000,000",4.71,https://play-lh.googleusercontent.com/QNF4kSMWL19znFeM9n5R5_fsg9MFskxTCpOeK6_IyQ7u0Q6RvWC0YnqGE_jq7glaUQM
-0.99141794,10.876093,Mortimer and the Dinosaurs - Book + Games for kids,Children,General play,"★★★ Digital Ehon Award Winner (Japan, 2017) ★★★
★★★ El Chupete - Top 10 apps for kids made in Spain 2017 ★★★

Do you think you know everything about dinosaurs? Join Mortimer on his vacations to Earth and go mad with the real truth.

Info for par...","5,000",n/a,https://play-lh.googleusercontent.com/T_OucYEKyG9mBtRbcxDg6FllyjWPNBIdXpjYhS4cJ8GJk6nLyTCGqLkg3UdfAJaL8A
5.0246453,10.786816,Reading Academy! Learn to Read,Children,Literacy - English / ABCs,"English spelling games for kids!😉 Tracing letters and learn how to read and write! Try our kindergarten reading apps for kids! Yes, it is fun preschool games for kids! 
These games for children are grouped by themes:

😻 SuperAlphabet. Alphabet for ...","5,000,000",4.18,https://play-lh.googleusercontent.com/sxjb2ta_ZtSOZi6J3IQ7MjutRE0DxVDdv-6Rp2x7sGNiC2oJhhezNkoVE5xE0KhB8g
3.122743,11.061422,Toddler Learning Game-EduKitty,Children,Learning play,"The Most Popular Early Learning Toddler Game According to Preschool Teachers and Parents For Learning Colors, Numbers, Shapes, Alphabets and More.

Now Supports 12 Different Languages!
English, Farsi, Arabic, Spanish, French, Portuguese, German, R...","100,000",4.14,https://play-lh.googleusercontent.com/2pvmv-d76bMFgYnGy41Fy4SRKA4I6QDV-lwMQF8WPWApDdVWZVl7eCONt7oYK66REeDm
0.9020811,10.641963,Moo & animals - kids game for toddlers from 1 year,Children,General play,"Our game is great fun for toddlers and babies from 1 year old. Each touch or swipe will cause a happy reaction in the game. Toddler can touch and swipe anywhere on the screen. The game is simple and intuitive. 

The youngest kids and toddlers will ...","1,000,000",4.47,https://play-lh.googleusercontent.com/KjAJttKPuvl9U-ftu3GeCX2PgqsNmZB2w0NM07XVzd6LYJWLKcpqvI4_3ssJ-2jjTQ
2.1858134,8.109637,Good Nighty: Bedtime stories,Children,Literacy - English / Reading and Stories,1) Almost 5 hours of Kids Bedtime Stories and Sleep Meditations. 2) Stories narrated by the recognized and calm voices of Vibeke Hastrup and Jules Weakley. 3) 2D posters with small animations illustrating the main characters of each story. 4) Set a t...,"5,000",3.83,https://play-lh.googleusercontent.com/VS2kK1_jKoe3OLakULUFNxw4B9GbV3rHHCKXGNM0JfFap06h8ywzYhFzOPY2Y7iMZQ
5.8894305,9.964065,Alphabet - Learn and Play with 7 languages,Children,Literacy - English / ABCs,Are you or your children starting to learn a new language? It’s a good idea to begin with the basics – an illustrated alphabet. In the application there are two modes – learning and testing your knowledge with a fun game. The learning of the sound an...,"500,000",n/a,https://play-lh.googleusercontent.com/Ri-xl7CIY9u9vmAbiZ8W377hcW3JZ0dhJzZf-YOWC9g1yXukqJDoIBYsTF53mN_aFQ
1.1695797,10.447722,Pinkfong Guess the Animal,Children,General play,"Come play and learn about animals with fun songs and learning games for kids!
You can meet a variety of animal friends on Pinkfong Guess the Animal.

1. 10 Exciting Animal Songs
- Let’s go! Duck says quack! Cow says moo! Sing along easily to anim...","500,000",3.8,https://play-lh.googleusercontent.com/C-A_uDFV6K-HICZ24voaWFB6JBBi_ea4tXNToOmkVAKq0tVhLObOeo_FTF-huLXRz6II
3.3730445,11.060423,50 Things To Do,Children,Learning play,"50 Things To Do Before You’re Five gives you 50 activities that parents and carers can support their children to try out and repeat. 

They are low-cost/no cost experiences that include indoor, outdoor, seasonal, home-based and out-and-about activi...","10,000",4.1,https://play-lh.googleusercontent.com/yhgrMtWBxelPe9J4if8qK3-0gi4tXDbE-Zb18vRxVz_AQcHMzp9qsnZupju9b9e2DtCc
4.681268,8.44751,Studycat for Schools,Children,Literacy - English / ABCs,"Studycat for Schools is exclusively available to schools & families using the Studycat curriculum.

ALREADY A STUDYCAT FOR SCHOOLS TEACHER OR PARENT? 

Use your login and password to start learning now!

WHAT IS STUDYCAT FOR SCHOOLS?

Studyca...","10,000",n/a,https://play-lh.googleusercontent.com/flQWuWqjiX3WYgfJ8o4ld4MurnPeE5kPnXjSLiu2znn4Tc8Kzeo5sZiNytsAPXQrdA
1.7671345,4.8710036,Mommymove: Fitness for mothers | exercises & plans,Parents,Parental support,"No more fixed course times or time consuming commutes. Train comfortably at home or together with your friends at any time. Be active and feel good with the right exercises at the right time. Mommymove is personalized to each individual mum.


√ D...","10,000",n/a,https://play-lh.googleusercontent.com/xcJQ5ulBoGPjG0OmjsFKOpFK5JuCGti8--_jPqIsilCzvpwVQfbSr7Zh-DhBSfMTEg
3.9560485,13.109835,Creta Class: Math Learning App,Children,Numeracy development,"Creta Class is a math program designed for kids ages 3-8. 2,000,000+ kids from 40+ countries are having fun in math here with us! 
 
Developed by top-notch experts, our systematic program provides a 5-stage plan, with each stage consisting of 240 l...","100,000",4.19,https://play-lh.googleusercontent.com/2p_M4_-BJ5euycjOuAYqD4Rr2tmBJ19FCqMCe8kAxHsoLR3TBjwvXEoXqyTGHa7-gwk
-0.6084425,7.9650145,Night light 2 with a timer,Parents,Helping babies to sleep,"Nightlighter is a wonderful thing  for the kid’s sweet dream. Falling asleep with funny animals  and calm lullabies – just pleasure. Nice music influences positively  on dreams. Babies won’t be afraid to stay in the dark, because the “nightlight” is ...","100,000",n/a,https://play-lh.googleusercontent.com/9ByX8ljrQ1N6lXy6pXlpQxf3BTctVE5stlwZPAr791P7f5qKbi9hZ6ftunCCJ74ZtqQ
1.0537665,4.135153,Pregnancy Tracker | Preglife,Parents,Pregnancy tracking,"Unique baby development tracker, used by 90% of pregnant women in Sweden, we are proud to introduce Sweden's leading free pregnancy app on Google Play -
Pregnancy & Baby Tracker: Preglife
Pregnancy Tracker
Preglife Pregnancy app has helped more tha...","1,000,000",4.76,https://play-lh.googleusercontent.com/pVQQ_FlqZPXgsTpnx_xnBcAXRck7PGZNKym1m0pToXJ69gBoT-yRSJGvobb3tYQA0hc
0.55487037,6.5553513,Sittercity: Find Child Care,Parents,Parental support,"Sittercity connects millions of families with caregivers. Sign up for free on our app, or on Sittercity.com, and get tools you need to find the right local babysitters or nannies for your family with confidence.

You must be 18 or older to use the ...","100,000",n/a,https://play-lh.googleusercontent.com/kl6F7sljGFrNPNE2RQ8ZCTYH10pgRNMezphpMh_psnCzkHYykabyNFDQEzaUYEljKAw
4.902361,8.521015,Studycat: Learn Chinese for Kids,Children,Literacy - non-English,"Learning Chinese is fun with Studycat!
Our educational language learning games will entertain your kids as they learn Chinese.

• Certified by the kidSAFE Seal Program - our app is built with your child’s privacy in mind!
• Educational Expertise ...","100,000",4.0,https://play-lh.googleusercontent.com/qsDbiY4ixi0A99NhHjql3Z6sfXUNs_zyGOUQEoYClt3_sQ5aOAb6dKKazMs9VyAjmQ
-0.90842164,6.460527,Baby Guru Sleep Coaching,Parents,Helping babies to sleep,"Founded and created by Sam Saunders
Hi, I am Sam Saunders, aka The Baby Guru.
Mother of 4. Infant sleep trainer.
In the last 10 year’s, I have helped between 450 to 500 babies, with sleep coaching, weaning and working with parents on routine.
YOU...",100,n/a,https://play-lh.googleusercontent.com/_BwWVNyi_d6tywD5jKdN7EzrOdgDH02QKFFlgq1evLlhXAMOvYRk3YmslYBqkBgq8w
2.3020644,8.524315,Kids Preschool Learning Songs,Children,General play," Kids Preschool Learning App with Songs ,Offline Videos and ABC learning rhymes to learn ABC, Numbers, Phonics, Rhymes, Alphabets, Vehicles, Fruits, Shapes, Colors by Kidzooly. 

**********************************************************
All Presc...","1,000,000",4.04,https://play-lh.googleusercontent.com/bodc1a9wvPh8sR7MzQV1Cw-trFcgC6UtzLveZm8v57kCFXIDpv5z5ClhNexKwY4SimjY
0.022196714,5.460005,Baby Connect (activity log),Parents,Tracking babies' rhythms,"Baby Connect is the most comprehensive baby tracking application on the Market. It has graphical reports and trending charts, weekly averages, medicine, vaccine, timers, notifications, emails, .csv export, an easy to use interface, unlimited data, an...","100,000",4.67,https://play-lh.googleusercontent.com/ABLKr7S1v1FLux-wUpzV2AaQvLS8KyBtecBL7R9fI5_0lDftAQ5AQozymEMIsYeaYnbD
6.251686,9.175214,Arabic Learning For Kids,Children,Literacy - non-English,Do you want to teach your kids Arabic? Then 'Arabic Learning For Kids' is a must download if you want to teach them Arabic in a fun and engaging way. Download 'Arabic Learning For Kids' now to give your child the best chance to learn Arabic for life....,"1,000,000",4.39,https://play-lh.googleusercontent.com/X7_lDPUdn2AUgUSMbv02ki3oXEM9bf8z0IXgPsPiTEoCyIwabJlnRHV3ugmnhEhLcg
2.9619195,10.061751,Dr. Panda - Learn & Play,Children,Learning play,"Kick off your curious kid’s education with a whole new world of discovery, learning, and exploration with this award-winning education app from Dr. Panda. Designed to encourage early education through play, it helps kids in kindergarten and preschool...","100,000",4.21,https://play-lh.googleusercontent.com/XMyj6kNUN2HXlJYGgpvguO1BwjuHI0KasGPbhdNScTdubvFu-fx_hOUlruQmUTHaqxPG
1.3670226,4.435147,"Indian Pregnancy, Parenting Tips & Baby Products",Parents,Pregnancy tracking,"Healofy is for Indian Babies, Moms & Pregnant Moms. From pregnancy week by week tracker, pregnancy calendar to breastfeeding, pregnancy tips in Hindi, Malayalam. Baby tips, baby care tips, parenting tips, baby health, kick counter to baby growth,  fa...","10,000,000",4.11,https://play-lh.googleusercontent.com/MIErQVL5evMyfif1wUdGvHlyFZeNKE6dnMNXA1ZBz1hx80bwQeKAotSvxkGUIxNKXbg
5.006131,12.759254,Learn Numbers 123 - Counting,Children,Numeracy development,"Hello There!

Thank you very much for downloading our new game - Interactive number learning and counting 123 app for preschool kids and toddlers. The app is designed in way that learning process is simple, easy and extremely engaging. 
Our aim wi...","10,000",n/a,https://play-lh.googleusercontent.com/oq6et9xsX3qodZhlEv260WMkbxGfFYbZJssnj2R4DRIlTmzTcLr1jJTu9R7RZ64Ttw
0.5092215,13.630112,Kids Doodle - Color & Draw Free Game,Children,Drawing and colouring,"Kids Doodle, the BEST android drawing app for kids!

Kids Doodle is particularly designed for kids with super easy-to-use painting on photo or canvas. 

It has endless bright colors and 24 beautiful brushes, such as glow, neon, rainbow, crayon an...","50,000,000",4.21,https://play-lh.googleusercontent.com/YGlcya--Hc0xTHTBrS-FB4JJauKn3frAUsJEZA2LkO3IypuRX4-o9NnoxGN_gQYpjdg
1.9044462,11.436704,Kids Garden: Alphabet ABC & 123 Learning Games,Children,Learning play,"This game is suitable for preschoolers and the little kids for learning alphabet (letters), numbers, animals names and sounds and other basics.

By this great app your child gets an extra portion of educational puzzles. There are +210 puzzles avail...","1,000,000",3.82,https://play-lh.googleusercontent.com/sievn4Ro_Mt16kUWv64DMulRyTuPSLdovaqJhA9rC_ndBAohoUA0MxGVasGVXQXWzw
2.6859803,12.62671,Shapes and colors Educational Games for Kids,Children,Learning play,"Shapes and colors for kids is a free learning logic game for toddlers.

Together with Bunny, we make a trip to see his friend. On the trip, we learn to recognize colors and shapes, solve logic problems, sort out things, and improve memory.

There...","500,000",4.73,https://play-lh.googleusercontent.com/Qp0sNEZqG8Y26TxrrLtYe802Ik1gW3b6HbFMDpLQWfdZ4SGZMhd-Q65VCUF48bdhc7k
0.58437026,11.132675,Learning Games for Toddler - Bibi.Pet Jungle,Children,Learning play,"Where is this sound of drums coming from? Listen hard. Can you hear it?
Tum, tum, Tum tum!
Yes. It’s coming from the Bibi.Pet Jungle!

Our new fun friends are again taking us on an exploration of their curious world...
Are you brave enough to pl...","100,000",4.71,https://play-lh.googleusercontent.com/0i_DrlhLJlqIdZ8AKKtNHe6RPqkmhckSnq5pUNwiEGptmCTdR5dtY-Is3_hFLz3wEzo
1.3198982,5.1015477,Dadnatal by Dad AF,Parents,Parental support,"Taking the ‘Fear’ out of ‘Fatherhood’. Becoming a dad is scary, we can offer a safe haven for you.

Join The number 1 parenting app for expectant and new dads. We have thousands of dads from early stages of being an expectant parent through to tric...","50,000",4.82,https://play-lh.googleusercontent.com/HyAzix9mudMqDndKgON6UUYEwI54Ly6leVh0DHG5pEkYw7H5nwoFH4kGjux40x_VFQ
4.4325876,12.584316,"Play 123, Alfie Atkins",Children,Numeracy development,"Play with numbers and learn mathematics together with Alfie Atkins! Children love learning new things through play. This app, Play 123, Alfie Atkins, stimulates children’s learning skills by clearly connecting the function and purpose of numbers and ...","100,000",n/a,https://play-lh.googleusercontent.com/ct0GVAFk6NuJvFw3dtRsvPZCJoWHOJo5Zqp2XqLUu4KQmRtNm34I0j-48LO3273OCtcO
1.5734711,8.558305,Super Simple,Children,General play,"Super Simple Songs makes learning fun and simple for pre-schoolers! Used in homes and classrooms all over the world, our educational songs and shows are some of the most trusted and beloved on the internet.

This app features our library of songs a...","100,000",4.25,https://play-lh.googleusercontent.com/56pV6SFY7oQhrRrJe3tgV4tUY0NjQOb4dgNPIClQtJgjV2YxCPqJq6Xc2ZV7lGP1s5jP
1.5542588,5.7195997,"Qeepsake: Family Album, Baby Book, Memory Journal",Parents,Baby photos,"Save photo memories and moments in your child’s life with the Qeepsake app. Qeepsake captures your family pictures and milestones, all with the ease of text messaging!
 
As seen on ABC's Shark Tank, Qeepsake sends you daily text message question pr...","100,000",n/a,https://play-lh.googleusercontent.com/EdQCewubbrEBeYj16___0Ish5DQRRHF8WWxz26BUghYsyDbJiclOHdpnHoq83PWQQPlf
0.63139623,13.64816,Kids Paint,Children,Drawing and colouring,"Kids paint is an Android application for little children's, with this application children's can learn to draw with multi colors and they can creative to draw or doodle whenever they want, It's a free and fun based painting and coloring activity app ...","1,000,000",4.04,https://play-lh.googleusercontent.com/JiNqfEo4h4h9D2WElDNXBSRRTqvU9l9E6QiIbm3V4QqnBuVXAzzWKTAt_9SH1OAyIO4
4.433651,9.385829,Teach Your Monster to Read: Phonics & Reading Game,Children,Literacy - English / ABCs,"BAFTA-nominated, government approved and played over 300 million times by over 30 million kids.

Teach Your Monster to Read is an award-winning phonics and reading game that’s helped millions of children learn to read.

• Parents have seen signif...","500,000",4.38,https://play-lh.googleusercontent.com/y98GqvvJ6hlXT-BkMaP6xHMd2vhnec9fUVzpaZg-QKigoXNpkEZvNdNrUlIrOW4DMEJ1
2.1302428,5.5426483,Tootsie Baby Photo,Parents,Baby photos,"Welcome to Tootsie Baby Photo - the best Baby Photo Editor for moms to create cute baby photo!
Are you dreaming of cute baby pics? Do you want to create cute baby foto or pregnancy photo easy and fast? Tootsie BABY PHOTO is the best FREE baby story ...","1,000,000",4.37,https://play-lh.googleusercontent.com/l7nIcvYjfDLpNvl9hIt5qOAA9zhVZq0aEuIYuCDIPFpe12Wfd7y3ZllL4Hzb-5l_Xpk7
1.5628012,3.6435256,Pregnancy Tips Diet Nutrition,Parents,Pregnancy tracking,Free App specially designed to Guide Pregnant Women for best Dieting Tips and Pregnancy Growth and Development info. You also have facility to directly contact Dietitian if you want to get your personalized diet chart as per your Pregnancy nature and...,"100,000",4.46,https://play-lh.googleusercontent.com/vCpG5jlQlXh9eKG6vv5SNDOYDkNpdh0BILSspDKQZBsIR3ZoW4gqnktqznamF0R26qw
2.3703623,11.543005,Masha and the Bear: Baby Games,Children,Learning play,"Learn by playing little girl games and games for little boys! There are games for 3 year olds and 2 year old games for preschoolers! 1 year old games are a comprehensive learning experience for the little ones! 📚

Kindergarten games for babies base...","500,000",n/a,https://play-lh.googleusercontent.com/lhv2wr8EgH85C2UmDOM5p4JJN2Two_u2Jax46RyK-qTWJVa9jWyNNcECk0AXa2QzaYpu
1.8132881,8.530503,Kidzooly - Kids Rhymes & Games,Children,General play,"★★★★★ Kids Preschool, Kindergarten Learning Games and Toddler Rhymes Songs - All-in-one - ★★★★★

Preschool Kids Learning Games & Kids Songs includes preschool kids learning activities, Kids Songs, Kids Learning Games, Kids Stories, Nursery Rhymes a...","1,000,000",3.64,https://play-lh.googleusercontent.com/fyZYEFeiXoLt40JytWclSw5NVuaWoavp44jcZXVpN-unYHSNw8gLh37FLC8lSYb5TNw
4.070449,13.224531,Lola's Math Train: Basic Preschool Counting,Children,Numeracy development,"Lola's Math Train is specifically designed for children between 3-7 years old. Lola’s Math Train helps children learn key skills like addition, subtraction and puzzle solving all while having fun!

SEVERAL EXCITING GAMES IN ONE
Lola’s Math Train e...","500,000",4.05,https://play-lh.googleusercontent.com/_Hb9hYHtE0FEcXW5LTcUUjgQnEXroOMzuW6tQpsk3-axD38LCgte6tKE4dToyLWNPCg
0.8058176,9.441041,Baby Panda's Supermarket,Children,General play,"The popular Baby Panda's Supermarket has been updated! All hot items are available for you to shop! There are also fun DIY and role-playing events. Please come and enjoy! 

SHOPPING AT THE SUPERMARKET
Fruits , vegetables, drinks, toys, clothing......","100,000,000",3.78,https://play-lh.googleusercontent.com/yqNVENQS0MT0-G3im6mObcZcVfF18O_euQQYHSjHNbk2ioUKAsmTJSgZJFIw769bkg
1.7354623,10.980873,Zoolingo - Preschool Learning Games For Toddler,Children,Learning play,"Learning was never this fun before, with a monkey friend to help your toddler’s mind grow! It’s time to play and learn!  With the best unique Zoolingo app, your kid will learn colors, shapes, animals, ABCs, math, and grammar! Zoolingo is a special pr...","500,000",3.58,https://play-lh.googleusercontent.com/ksAgbizfMAz8I-SbiZJm5Aq82pcCeJsmNkl3lOuzDAje1Io71Tmea7wasnfLr-HghBY
-0.030279428,10.236757,Train Builder - Games for kids,Children,General play,"Assemble your own unique train! Experience the fun of driving! Pick up fruits from the farm, get your favorite animals from the zoo, and don’t forget to add the dining and ice cream carriages at the city railway station. Choose a destination and star...","1,000,000",4.01,https://play-lh.googleusercontent.com/HHmaZwsT0_KhM1NZguKUJaBWQ6ycEaMF_UIi3omN2LhKxLB9EUlyOPlKg6XiHa6zmQ
1.1202818,5.5653753,Weldon - Parenting Support (formerly Family Five),Parents,Parental support,Family Five is now Weldon. There is a lot of parenting advice out there. Weldon cuts through the noise by connecting you directly with professional parenting experts and evidence-based advice for any parenting challenge. It's the last parenting resou...,"100,000",4.77,https://play-lh.googleusercontent.com/is3dCrav3CQSEt4PBqSrqUB7piQEz0zb5O5srzzFbkNxtmnQI9o2JrkRP6pzHka0e44
1.4897912,9.292472,World of Peppa Pig: Kids Games,Children,General play,"Let your little piggies loose in a world of playful learning with hours of fun and games. With an easy-to-navigate menu, you can find countless creative activities, puzzles, and videos perfect for playtime at home or on the go. Snorts and giggles gua...","10,000,000",3.45,https://play-lh.googleusercontent.com/tue1JXl5oAGy0QS2DX_aRNMvOhdxiDJ5xyy0lo90mzmG64tMVhiWE--rIe9tuQpgDvI
0.27955207,4.6358113,Count the Kicks,Parents,Tracking babies' rhythms,The hallmark tool of the Count the Kicks public health campaign empowers expectant parents to track their babies’ movements daily in the third trimester of pregnancy. Research shows a change in fetal movement can be the earliest and sometimes only in...,"50,000",4.05,https://play-lh.googleusercontent.com/eWs16w8XKqU0aXl86DZc1X7HTQDtv81DAwcH-28kITtp9qtTwcMQV5AvAnIvoB964Vg
5.297365,10.12197,Hairy Letters,Children,Literacy - English / ABCs,"Hairy Letters is an award-winning phonics app that helps letter and sound recognition. 
Learn the names and sounds of each letter with the Hairies

********************************************************************************************WINNER ...","10,000",4.04,https://play-lh.googleusercontent.com/EKHtCvefIMmVWY9uXiLmgPzijbafR-eDqSqD9LDcB2_x7K4D5FFXrSrskpLsorSPuWDr
-0.9934338,11.3870535,Kids puzzle - Dinosaur game,Children,Learning play,"Do you have a toddler fascinated by dinosaurs? Rawrsome! Well, this is the best game for them - a new puzzle game for kids, featuring 30+ different dinosaurs. Become a paleontology expert and meet our prehistoric dinosaur crew: the T-Rex, Apatosaurus...","1,000,000",3.64,https://play-lh.googleusercontent.com/th7GVRXuFXKhJwhtWCAXJHB4i-9jameugR8uR37-13hDcvtZxA9d9gqJ25qkBETtQCxP
1.2786555,8.958578,Sago Mini Babies Daycare,Children,General play,"Try before you buy!* Play Babies Daycare free 6 times, no strings attached.

kiddos love caring for these adorable characters. Feed Robin her favorite mush, play dress-up with Jinja, change Harvey’s stinky diaper, then take a dance break with Jack....","1,000,000",3.26,https://play-lh.googleusercontent.com/2AtKbNXU88XTHOccZpSyX3C8MEIAEawfcshFEJ9PcxqeR7o56OAO-kwivaVl79x437ha
0.514155,10.083514,Sago Mini Camping,Children,General play,"Try before you buy!* Play Camping free 5 times, no strings attached.

Ready for adventure, happy campers? Escape the Big City to the great outdoors with your forest-loving friends! There are snacks to grill, canoes to paddle, caves to explore and f...","1,000,000",3.55,https://play-lh.googleusercontent.com/75myHxi9Epp_fnK7ch6xQtljbHQMedzaBPfxckKcm6Jf5ctT8EGrjEYZ_3Vg8wN6LM8
4.7002954,8.232257,Monkey Junior - Learn to Read,Children,Literacy - English / ABCs,"1. PROGRAM SYSTEM
Monkey Junior is built by experts with a comprehensive lesson system, especially suitable for children who start learning English, with:
- More than 670 lessons divided by courses: Basic - Medium – Advanced. Even children who do n...","1,000,000",3.93,https://play-lh.googleusercontent.com/jQDN_7DzKJUpWMnqvgGKfNSef4AIJxmd6QhDtoqYQ9a4Mg98OenvyfEyMwcBUfsqX4U
2.8912117,11.989176,EduKidsRoom-Preschool Games,Children,Learning play,"Amazing sets of puzzles, games and quizzes for Toddler and Preschoolers to Learn Colors, Shapes, Numbers, Letters, Time, Sorting and Much More!
------------------------------------------------- 
Games and Activities:

•Match Pairs-Kids learn to m...","500,000",4.27,https://play-lh.googleusercontent.com/oi2F02-UpKV9-jq87-XdPFmwqR9RkxX3yNdMi-3382AsHdvV7rDt15wchDOq-HDuOCmu
2.3764796,0.46062317,Period Tracker,Parents,Fertility tracking,"A companion for girls & women to manage & track their period and menstrual cycle. Get day by day updates of your period cycle. Also get predicted tips based on your history.

Keep track of period history and manage your menstrual health.

A bette...","100,000",3.2,https://play-lh.googleusercontent.com/DnyNmEMEIRidpv_di66WyyQ9eapyDaQrAiUjmm8aILivLEwc9TOjlfXjv2R7L2lJggw
5.0240183,7.9372253,Learn English Vocabulary - Kids,Children,Literacy - English / ABCs,"Welcome to ""Chick - Learn English"", a learning app for kids , beginners and starters from 2 to 8 years of age, through which they will learn english in a fun, playful way.

Download the app and enjoy its content!

Topics
★ Alphabet 
★ Numbers
...","100,000",4.46,https://play-lh.googleusercontent.com/c7PR28Pq5in0Lmk4AAskCHYG3QW9hoZI5V_Wn3tL9nK1jzRY3GcSera6wdNd0OzGXkk
