x,y,title,User,Category,Description,Installations,Score
6.1784616,11.47624,LetraKid PRO: Learn to Write,Children,Literacy - English / ABCs,"Great game for preschool and primary school kids to learn handwriting.
LetraKid is an educational game for kids 4, 5, 6, 7, 8 years old that can help them to learn to write print block an pre cursive, while having fun when doing so!
Alphabet, ABCs ...","1,000",n/a
1.4583083,9.688501,BandDings: a Musical Adventure,Children,General play,"Inspired by the Grimm fairytale “Town Musicians of Bremen,” BandDings whisks even the youngest of children on a musical journey of discovery. Help Rose the Walrus recruit adorable characters to join her band hidden inside enchanted forests and bustli...","1,000",n/a
3.1572292,12.753908,Kids Learn Shapes FREE,Children,Learning play,"A hands-on, real-life way for kids to learn shapes.

Wouldn't it be just wonderful if there was a simple game for preschoolers and kindergarten-aged children that made learning shapes enjoyable? There is! It's called Kids Shapes.

★ What activiti...","5,000,000",3.43
2.307363,0.66756916,Periodically - Track Events & Get Predictions,Parents,Fertility tracking,"'Periodically' allows you to track periodic events that repeat after an undetermined number of days, like for example:

- Events that repeat periodically but beyond your control.
- Things you do from time to time but without a fixed repetition cyc...","5,000",3.8
1.2350961,13.259294,Easy coloring pages for kids,Children,Drawing and colouring,"Coloring book for kids and toddlers aged 2 years and older. Learning games for kids entertains the child, and help them with education and learning. Especially if this is coloring or drawing game. Coloring game is suitable for both girls and boys. By...","1,000,000",3.85
0.61095774,13.686232,Magic Slate - Color & Draw,Children,Drawing and colouring,"This is a simple app that you can use to create drawings on a blank drawing area or in existing pictures, you can use several different tools to draw in paint. The paint tool you use and the color, pencil size you select determine how the line appear...","500,000",3.96
-0.5302556,5.693267,Sleep Log 2.0: Baby tracker,Parents,Helping babies to sleep,"Sleep Log 2.0 is a easy to use baby tracker based on the Department of Developmental Pediatrics of the Children's Hospital Zurich, Switzerland.

New features in the latest update include:
- Automatic PDF creation with the latest entries or selecti...","1,000",n/a
4.9430714,12.778264,123 Draw🎨 Toddler counting for kids Drawing games,Children,Numeracy development,"Need counting games for kids & drawing for toddlers? Unique mix of counting numbers for toddlers with writing numbers here! Toddler drawing apps free will become a great helper for parents who want to revitalise child's natural curiosity!🎨🤓

🎓 Your...","1,000,000",4.58
4.3382688,12.31662,Feed the monkey,Children,Numeracy development,"Use the red buttons to put the correct number of doughnuts, mangos, burgers and beans in front of the monkey. When you have finished touch monkey and he will eat them one by one! A great app for very young children leaning to count out loud from one ...","10,000",4.15
0.8576859,7.754716,Crazy Babysitter Adventures,Children,General play,"Do you love Baby Games? Do you love Babysitter, nanny games, and pretend home games? Do you love cleaning the house and tidy up games? Then you will LOVE Crazy Babysitter Adventures - Nanny Care & Babysitting Games for Kids!

This babysitter is so ...","10,000",n/a
2.1070979,5.42373,Baby Photo Collage,Parents,Baby photos,"Capture precious pregnancy & baby milestone photos in collages with beautifully crafted artwork & personalized text. Share & treasure forever! 

Capture your baby bump growth week by week, first kick, first smile, first steps, messy moments or firs...","500,000",4.8
2.4541266,9.804553,Sago Mini School (Kids 2-5),Children,Learning play,"Download to try free –  no cancellation fee or commitment!
Welcome to Sago Mini School – the revolutionary curiosity-led curriculum for little learners aged 2-5.

Developed with education and play experts, your child will build math, literacy, sci...","1,000,000",3.31
1.8292859,8.815808,PBS KIDS Video,Children,General play,"Watch live TV, stream on demand, and download episodes with PBS KIDS Video! Safely stream videos from shows like Daniel Tiger, Curious George, Wild Kratts, Odd Squad, and the new Donkey Hodie!

Download free episodes to get safe entertainment for y...","10,000,000",4.23
2.354251,10.35909,Human World for Kids,Children,Learning play,"“The Human World for Kids” - an educational game for children ages 2-4 from the series ""Kids Learn Words"".

Together with your child, look at bright, colorful flashcards from the ""human world"" accompanied by sounds, learn the names of these man-mad...","50,000",4.45
3.0862014,12.538156,Baby Sorting Games ! Kids Learn Shapes & Colors,Children,Learning play,"Learn shapes with fun, quickly and easily! A fun educational learning game for your kids & toddlers (above 1.5 years old). Teach your kids many acquirements necessary for brain development.

Sorting Games is a fun and educational game for preschool...","10,000",n/a
0.9727027,9.283442,Sago Mini Space,Children,General play,"Try before you buy!* Play Space free 6 times, no strings attached.

Blast into space with Harvey the dog. Invite Harvey out to play among the stars and planets. Jet through space and discover dozens of delightful surprises. Make new alien friends, ...","100,000",3.86
4.673357,9.120457,Kids Learn Rhyming Word Games,Children,Literacy - English / ABCs,"Educational games for kids to teach English Alphabet, Phonics games, Vocabulary and Sight word games. Interactive fun learning games for kindergartener to introduce reading for kids using two-three letter words and many more reinforcing activities.
...","500,000",3.92
5.277086,11.114611,Alive Alphabet Letter Tracing Lite,Children,Literacy - English / ABCs,"Note: the lite version covers letters A through F.
Advisory Alert: Alive Alphabet’s amazing and amusing alphabetic adventure ahead!

From Antelope to Zebra, Alive Alphabet thrills your children as they watch each letter come to life after tracing....","100,000",4.5
2.6196115,10.9046335,Preschool Games for Toddlers,Children,Learning play,"Ads Free learning games for toddlers, Pazu Mini is a new brand of games that focuses on the development of toddlers. providing great learning and entertainment experience for preschool boys & girls.

Pazu Mini learning games for toddlers have no ad...","10,000",n/a
2.8628294,12.936118,"Shapes and Colors for kids, toddlers",Children,Learning play,"Shapes and Colors for kids, toddlers features 2 mini games and 35 levels aimed to consolidate the child's knowledge of colors and shapes:
⋆ Match shapes with different colors: 35 levels to learn 7 different shapes: circle, square, triangle, rhombus,...","10,000",n/a
3.0796096,11.075665,Balloon Pop Kids Learning Game,Children,Learning play,"Games play an essential part in childhood development. And this fun yet challenging balloon popping game can help your toddler learn a lot:
Numbers, letters, shapes, animal names, colors, and more. 

Enter nine different worlds with wonderful crea...","1,000,000",4.66
2.0997915,11.783847,Preschool Puzzles for Kids,Children,Learning play,"Dear preschoolers and little kids, we are putting between your hands FREE educational puzzles. These puzzles are specially designed for kids, boys and girls alike. This fantastic game is designed with many efforts and thoughts to adjust your kid's ab...","1,000,000",3.62
1.9221953,12.4835,Kids Christmas Jigsaw Puzzles,Children,Simple puzzles,"If your preschool kids like jigsaw puzzles, they will LOVE these Santa Christmas Puzzles!

Each relaxing puzzle features a different beautiful scene drawn by a professional cartoon artist, and a unique reward when the puzzle is completed. Perfect f...","1,000,000",4.03
-0.95799345,7.328308,Lullaai - Baby Sleep Training,Parents,Helping babies to sleep,"Lullaai simplifies the way you understand and manage baby sleep so your whole family can have healthy sleep habits.
“Within five days Rio was sleeping for 12 hours straight. I couldn’t believe it.” –  BBC News

Lullaai is what you need to help you...","10,000",n/a
1.5995303,9.21434,Baby Shark TV: Songs & Stories,Children,General play,"Watch over 4,000 high-quality Baby Shark and Pinkfong videos, songs, and other animated content for kids without ads.

Why should I download and subscribe to Baby Shark TV app?

1. Top Quality, Educational Content
- app provides educational, kid...","5,000,000",3.83
4.193806,11.1086035,Zebrainy - ABC kids games,Children,Learning play,"An educational app for kids ages 3-5 featuring games, stories, and cartoons. Learn your ABC’s, letters, numbers, sizes, colors, and shapes! Learn to read by syllables and count! Develop emotional intelligence, logic, and reasoning. Doesn't that sound...","1,000,000",4.53
2.714343,12.046812,Kids ABC and Counting Puzzles,Children,Learning play,"Complete jigsaw puzzles of cute cartoon pictures while learning the English alphabet and counting. Build memory skills with the pair matching games and learn addition and subtraction for numbers from 1 to 20.

Now with bonus find the pairs memory t...","100,000",3.65
3.0653796,9.588105,LeapFrog Academy™ Educational Games & Activities,Children,Learning play,"Go on a learning adventure and subscribe to receive 2,000+ Learning Activities with No Ads

Help your child build core developmental and cognitive learning skills through interactive modules and games. 

LeapFrog Academy is an educational app des...","500,000",2.56
-1.3289424,6.9963813,myHummy,Parents,Helping babies to sleep,"With the myHummy mobile app you can:

    Switch the sound device on and off
    Select your preferred sound - there are 5 types of white noise to choose from, which resemble: a hairdryer, vacuum cleaner, sea waves, rainfall, and amniotic fluid wi...","50,000",3.5
3.78991,10.495792,Kindergarten Learning School,Children,Learning play,"Kindergarten Learning School app has many kids learning activities with quizzes.  

Educational and Fun App for kids & preschool children. 

Best app for kids to learn alphabet, numbers, shapes, rhymes, counting, tracing, coloring with interactiv...","100,000",n/a
1.3310001,13.770448,Fruits Coloring book for kids & Food Drawing book,Children,Drawing and colouring,"Color the coloring pages of fruits & vegetables on your phone or tablet in this virtual coloring game and painting book. It so easy that even toddler can play, doodle, paint & draw. This coloring game is a kids coloring game where children can color ...","1,000,000",4.17
-1.5534145,8.00662,Lullaby Songs Relax Music 2022,Parents,Helping babies to sleep,"Make your baby sleep listening relaxing music.
Huge Collection of Lullabies.

•	25 lullaby songs
•	Offline supported
•	Screen-off mode supported
•	Chromecast supported
•	Volume control
•	Material design

Please support us with ★★★★★!...","100,000",4.58
2.067344,5.662695,Baby Pics Pro,Parents,Baby photos,"Capture your precious moments and turn them into ever lasting memories. Baby Story App makes your pregnancy, baby pics, and baby milestones into beautiful visual stories. 

Parents-to-be & new parents, Baby Pics app is made for you!

Capture prec...",500,n/a
3.609248,8.703516,Kids' Books: Reading Library,Children,Literacy - English / Reading and Stories,"Premium Library of Kids Read Aloud & Math Practice is an award winning app with exclusive educational books for children and toddlers.

📚LARGE LIBRARY OF KIDS BOOKS
Our unique library of read alongs, audio books and stories that read aloud to kids...","100,000",4.6
0.7945442,3.9886336,"Beaming Baby - Pregnancy Tracker, Blog + Fun Stuff",Parents,Pregnancy tracking,Track your little's development with our pregnancy tracker. Plus keep an eye out for a EXCLUSIVE offers on Natural and Organic Eco Baby products....,"1,000",4.07
1.4817216,13.050505,Color by Numbers - Dogs,Children,Drawing and colouring,"Kids like to draw and they also like dogs. Dogs are the most devoted friends. You can teach your cute puppy different commands. You can play ball, travel, and just take care of it. Dogs also have a great nose and are the best detectives! In exchange ...","5,000",n/a
-1.0605037,11.329478,Kids Dinosaur Adventure Game,Children,Learning play,"FIVE fun and exciting games with lots of dinosaurs for all the dino lovers out there!
 
Dino Adventure
 
This is a simple game for toddlers. You dig for dinosaur bones by rubbing the screen on the marked spots. While digging, you find dinosaur bo...","10,000,000",3.74
3.8099527,8.7445,Epic: Kids' Books & Reading,Children,Literacy - English / Reading and Stories,"A leading digital reading platform, Epic offers a fun, safe and enriching space loved by kids, parents and teachers. Kids are able to read on their own at any level, and parents and teachers can track kids’ reading activity and send kudos to keep the...","5,000,000",4.25
5.696627,8.900094,French Word Wizard - Learn to read and spell,Children,Literacy - non-English,"Used in many Schools (22K units sold to primary schools & preschools)
French Version of the English app featured in The New York Times and awarded by Children's Technology Review

Want to teach your kids to read and spell French words? French Word...","100,000",3.4
-0.005921165,4.7072597,Baby Feeding Tracker - Newborn Feeding and Care,Parents,Tracking babies' rhythms,"Easy and free baby feeding tracker app for parents to track your newborn baby’s daily habits and health with a quick one-hand tap! Easily share and communicate with doctors or caregivers whenever necessary.  

Baby Tracker - Breastfeeding Diaper Sl...","50,000",4.74
5.9024205,10.938917,PLAY-DOH Create ABCs,Children,Literacy - English / ABCs,Learn your ABCs using ‘virtual’ PLAY-DOH modeling compound with this delightfully interactive educational app! PLAY-DOH Create ABCs application is designed to help children develop the essential skills required for reading and writing. Using this app...,"1,000,000",3.87
4.2897696,10.376646,Kids Learning Word Games premium,Children,Literacy - English / ABCs,"A Learning game for preschool and KS1 children to teach English Letters, phonic concepts, word formation, rhyming words etc. Supporting parents/teachers to get their child ready to read.

** Games are designed to enhance following skills
  1. Basi...",100,n/a
0.9937097,12.329403,Fantasy Coloring Book & Games,Children,Drawing and colouring,"Fun game that develops and stimulates the creativity of children of all ages through different activities:

★ Color and Paint hundreds of pages in the same way you would on paper.
★ Decorate your creations with beautiful stickers.
★ Paint by Pixe...","1,000,000",4.18
1.0371965,10.919748,Farm animals for toddler Babies card Animal sounds,Children,General play,"Free mobile app - ""Animal Sounds for Kids"" - a unique game that will make the process of learning and development for children up to the age of three, interesting and exciting.
The educational game ""Learn farm animals for Kids"" is a useful mini-ency...","500,000",5.0
1.1552202,4.1348524,WomanLog Pregnancy Pro,Parents,Pregnancy tracking,"WomanLog Pregnancy is a pregnancy calendar for women.

User interface languages:
English, Deutsch, Français, Italiano, Español, Português, Dansk, Latviešu, Magyar, Nederlands, Polski, Svenska, Čeština, Русский, 日本語, 简体中文, 繁體中文, 한국어.

Key feature...","10,000",4.3
5.4812307,10.07326,ABCInfinite - Kids Tracing &  Baby Phonics Games,Children,Literacy - English / ABCs,"ABCInfinite is a powerful educational app for toddlers and preschoolers, which will acquaint your kid with the English alphabet, numbers, and words.

The app teaches to distinguish letters, numbers & words as well as to pronounce and studied terms ...","10,000",n/a
3.6812828,8.534605,Vooks,Children,Literacy - English / Reading and Stories,"Vooks is a streaming library of read-aloud animated storybooks. Kid-safe, no ads!
 
Trusted by families & educators, enjoyed by millions of children around the world.
 
Do you have a child in Preschool - 3rd grade? Inspire a love of reading in th...","100,000",3.47
5.0652666,13.180146,Kids Learn to Count 123,Children,Numeracy development,"Count on Intellijoy to make learning to count as easy as 1, 2, 3 !    Enjoy guilt-free mommy and daddy time, while your toddler is busy learning numbers.   Or, share the experience together with your child while snuggling up in a big chair with your ...","10,000",n/a
-0.87946945,6.123197,BabyNaps,Parents,Helping babies to sleep,"BabyNaps is the app for tired parents longing for better sleep. Every day you get suggestions for nap times for your baby in a sleep schedule. When you find your routine, your baby will sleep just the right amount during the day - and well at night. ...","5,000",n/a
5.5268044,8.639158,Corneille: reading in French,Children,Literacy - non-English,"Corneille creates smart screen time by teaching kids French.
Corneille takes your child into a fantastic adventure of reading in French!  As a fun and educational game for children ages 3 to 8, Corneille makes learning French easy.  Children will di...","10,000",n/a
-1.0907106,7.2777348,New Horizon: Kids Meditation & Sleep Stories,Parents,Helping babies to sleep,"Struggling to get the kids to sleep? Allow these relaxing Sleep Stories, Guided Meditations and purposely-designed Sleep Meditations to get your little ones off to a perfect nights rest.

With over 25 Million YouTube views our Meditations and Sleep...","10,000",4.47
0.019611558,9.956672,Puzzle Play: Building Blocks,Children,General play,"Creating vehicles, animals and buildings with blocks •• Children learn to distinguish shapes, colors and sizes •• Includes many different templates and shapes. 
A creative and educational game for children from 2 to 5 years of age. 

This app can ...","10,000",n/a
1.1497432,3.465991,Baby Countdown Widget,Parents,Pregnancy tracking,"When someone asks: ""When is your baby due?"", 
You can now say:
""After 480 kisses!"", OR
""In 178,326 heartbeats!"" OR
""In precisely 184,072 minutes""

It's fun!, Baby Countdown Tracker can countdown to your baby's due date in many different units! ...","500,000",2.6
4.7325463,9.783667,Kids Reading Sight Words Lite,Children,Literacy - English / ABCs,"In our ""Reading Games for Kids"" series, Kids Reading Sight Words is the next step after our Kids Learn to Read game.

Join Tammy the frog on a journey through four exciting activities (this Lite version contains only two activities) as she hops fro...","1,000,000",3.4
-1.8244976,7.33756,White Noise Baby Sleep: Lullin,Parents,Helping babies to sleep,"White Noise Baby Shusher Lullin helps parents to get their newborn or toddler baby to relax, calm, nap and fall asleep healthy and have a deep sleep by using baby white noises and lullabies. We can’t remember but researches say womb is a loud place t...","500,000",4.55
1.2321643,10.128709,Toca Life: Office,Children,General play,"Ever wonder what grown-ups really do at work all day? In Toca Life: Office, you get to tell stories about office life the way you imagine it!

Toca Life: Office looks a lot like a regular office — you can have everyday fun with laptops, printers an...","100,000",3.87
1.8197879,11.449513,Fruits Memory Game for kids,Children,General play,"* Fruits memory game for kids is the classic children's board game, which help improve memory skills of children.
* Playing this game with your kids will help them improve their recognition while having fun.
* Kids memory game contains very cute im...","1,000,000",4.03
0.20398617,10.091846,Mighty Express - Play & Learn with Train Friends,Children,General play,"Based on the new animated series for preschool kids, Mighty Express app follows the bubbly adventures of friends, trains and animals of the Mighty Express universe. Together with them, kids will learn letters, shapes, numbers, colors, basic math; imp...","1,000,000",4.13
4.6815166,8.65146,Spanish Learning For Kids,Children,Literacy - non-English,Do you want to teach your kids Spanish? Then 'Spanish Learning For Kids' is a must download if you want to teach them Spanish in a fun and engaging way. Download 'Spanish Learning For Kids' now to give your child the best chance to learn Spanish for ...,"100,000",4.5
4.0122814,9.325459,Learn First Words - Baby Flashcards,Children,Literacy - English / ABCs,"Learn First Words is an educational app designed to introduce your baby or toddler to everyday vocabulary. It is designed to teach your baby new words through sound, animation, and flash cards. It’s fun, free, and perfect for children between the age...","500,000",4.55
-0.9306395,11.316614,Dino Puzzle Kids Dinosaur Game,Children,Simple puzzles,"Play 24 Lovely puzzles for kids and toddlers with Dinosaur theme and create your own puzzles too!

Meet Dino, our lovely dinosaur! A Must have for every kid who loves Dinosaurs!   
Develop your child mind, spatial skills, self- esteem, sagacity an...","1,000,000",4.15
5.567689,9.890799,ABC KIDS,Children,Literacy - English / ABCs,"Free educational app to learn English letters, Numbers, the Week Days, Months and more other basic vocabulary

Helps children gain knowledge of the proper english language and increases the linguistic and cognitive background of your child

ABC K...","1,000,000",4.44
3.6874936,11.604183,Toddler games for 2+ year olds,Children,Learning play,"Educational toddler games for pre-kindergarten kids. Our app has 15 pre-k activities for toddlers that will help your baby develop basic skills like hand eye coordination, fine motor, logical thinking and visual perception. These games will suit both...","10,000,000",4.09
1.7087404,8.805266,HappyKids - Kid-Safe Videos,Children,General play,"Happykids is a  free and safe video streaming app that entertains and educates kids of all age groups with popular shows, movies, music, rhymes, stories, cartoons, vlogs, DIY, activity guides, and more. HappyKids has ZERO ADS on mobile!! All our cont...","1,000,000",3.83
1.4788584,11.182005,Animals Cards PRO,Children,General play,"* Learning Languages in a Playful Way.
* Quick, Fun & Easy Ways to Learn Animals with Multiple Languages. 
* Learn English Faster

Pro edition features
(1) No Ads.
(2) Provides full-function. (★ Auto-Run Mode)
(3) Support offline mode.
(4) Su...","1,000",n/a
1.2791046,4.079845,WomanLog Pregnancy Calendar,Parents,Pregnancy tracking,"WomanLog Pregnancy is a pregnancy calendar for women.

User interface languages:
English, Deutsch, Français, Italiano, Español, Português, Dansk, Latviešu, Magyar, Nederlands, Polski, Svenska, Čeština, Русский, 日本語, 简体中文, 繁體中文, 한국어.

Key feature...","1,000,000",3.9
2.1150575,12.157963,Kids Mosaic Art Shape and Color Picture Puzzles,Children,Learning play,"Kids Mosaic Art Puzzles is a fun and educational game for young children aged 2 to 8 years old. It features a large collection of pre designed pictures which teach color and shape recognition as well as hand eye coordination. 

For the artistic, th...","1,000,000",4.35
-1.7451712,7.8524714,Lullabies for babies - white noise,Parents,Helping babies to sleep,"Baby lullabies
A lullaby, is a sweet song that makes it easier for your child to calm down and fall asleep.
Lullabies can be played in a loop, or randomly. Application does not require an Internet connection, so you can use it anywhere and in aircra...","100,000",n/a
6.265743,9.417251,Learning Arabic With KATKUTI -alphabets read write,Children,Literacy - non-English,"To get more content - subscribe to our channel :
https://goo.gl/6B7xn5

A great app for teaching your children not only the Arabic alphabets, but also to read and write basic words.

With the free ""Learn Letters"" in the app menu, your child will...","1,000,000",4.8
1.022543,6.6668468,Kinedu: Baby Development Plan,Parents,Parental support,"Kinedu empowers families by providing expert development guidance through science-based activities, live play sessions, 1:1 coaching sessions, community forums, and expert-led classes on sleep, breastfeeding, language acquisition, nutrition, and more...","5,000,000",4.27
0.76055586,5.9957166,Parent: Child Care App,Parents,Parental support,"Parent™ is a leading childcare solution that simplifies managing childcare centers and allows you to manage your daycare and early childhood education so that educators can focus more on child development and engagement.

Streamline your administra...","10,000",n/a
1.3438509,3.2376747,"Pregnancy Due Date Calculator, Calendar & Tracker",Parents,Pregnancy tracking,"Pregnancy Due Date Calculator, Calendar & Tracker is a pregnancy app that provides useful information for expecting mothers and future parents. 

✔ Our due date calculator (EDD calculator) will quickly calculate your due date.
✔ Our illustrated pr...","1,000,000",4.64
-0.101174325,8.577525,Nighty Night Forest,Children,General play,"""Nighty Night Forest"" is the sequel to our popular bedtime apps ""Nighty Night"" and ""Nighty Night Circus"". More than 8 million parents around the world bring their children to bed with our good-night-apps. The third ""Nighty Night"" app is all about the...","10,000",4.5
2.3611753,9.8320265,Educational games for kids 2-4,Children,Learning play,"Enjoy a unique learning app which includes educational mini games, that leads to smarter, happier playtime of your child. 

WHO LIVES WHERE?
Classify animals by their habitat! Mountains, forest, desert - meet a lot of cute animals living there & p...","100,000",4.17
-0.096668445,5.0171137,SuperMama: Baby Breast Feeding,Parents,Tracking babies' rhythms,"SuperMama app lets you track and keep all information about daily development of your baby. Breastfeeding, diaper changes, sleep behavior - it’s easy to log important events and never lose record of them. SuperMama is a personal assistant every new m...","10,000",n/a
4.998776,13.13021,Count to 10,Children,Numeracy development,"Are you a parent in search of a DELIGHTFUL and PROGRESSIVE way to teach young learners how to count from 1-10?

Then you’ll love Count up to Ten: Learn Numbers with Montessori!
> Developed in partnership with a renowned expert mathematician, Aurél...","1,000",n/a
2.095661,9.073763,Pocoyo House: best videos and apps for kids,Children,General play,"Do you feel a little uncomfortable when your kid aged 3 plays with your smartphone with any control?

Are you annoyed to search for always new learning content good for your child?

If so, this app is made for you! 😉

Made for kids… and parents...","5,000,000",3.78
1.7321831,3.9596307,"Pregnancy Tracker, Week by Week, Day by Day",Parents,Pregnancy tracking,"The Pregnancy application is a convenient and simply irreplaceable assistant with a huge set of features and functions, the meaning of which is to help the expectant mother to have a great pregnancy, confidently prepare for childbirth and safely give...","1,000,000",4.79
1.4943912,6.423235,BabyGym,Parents,Parental support,"► BabyGym – motor skills activities for you and your baby

Motor skills are important for your child. You can help your child along already when he/she is a few days old. 
It does not require a gymnasium or complicated equipment to help your child...","10,000",n/a
0.9210391,11.18919,How Fennec Fox Built a Home,Children,General play,"Discover an original story about little Fennec Fox and his adventures in the autumn Forest! This is the interactive book both kids and their parents will love!
The book is free and contains no Ads! But we would appreciate a small donation!

Follow...","100,000",3.9
2.2894218,0.9310639,WomanLog Period Calendar,Parents,Fertility tracking,"WomanLog is a menstrual and fertility calendar for women.

WomanLog Period Calendar and Tracker is an excellent choice to track your menstrual cycle and your period.

Extremely reliable. Very helpful. Easy to use.

The WomanLog app offers great...","10,000,000",4.47
1.9501195,8.077158,Pinkfong Mother Goose,Children,General play,"Remember all the delightful songs from your childhood? 
Now, have fun with your children with the classic nursery rhymes at 'Pinkfong Mother Goose.' Sing along, read along, play learning games and color all the characters from your favorite songs. O...","500,000",4.44
-0.91064745,6.990594,"Baby Crying (monitor and alert, lullaby)",Parents,Helping babies to sleep,"When you have to put your baby in the room and do something else for a while

If you are worried about your baby waking up,

BabyCrying will help you.

- Call alert
  : When the baby starts to cry, this app calls the other registered mobile ph...","1,000",n/a
1.0501372,12.610379,Halloween - Coloring & Games,Children,General play,"Paint and color the funniest Halloween drawings with this game.

Pumpkins, witches, ghosts, and other funny monsters are waiting for you to be colored. 

You can color with your own finger and choose among variety colours. Save your creations and...","1,000,000",3.78
4.285226,8.900624,Leeloo AAC - Autism Speech App for Nonverbal Kids,Children,Learning play,"Leeloo is an app that helps non-verbal kids to communicate with their parents, teachers and friends. Leeloo is developed with the AAC (Augmentative and Alternative Communication) and PECS (Picture Exchange Communication System) principles. Which is s...","50,000",3.59
0.18293527,5.444639,"Baby App, Baby tracker",Parents,Tracking babies' rhythms,Baby App is an ideal application for the control of the main activities of baby....,"10,000",n/a
5.2315917,10.522661,ABC Capital & Small Letters Match,Children,Literacy - English / ABCs,"Matching the Capital and Small letters are more than easy ever!

Capital letters are large letters, also known as Uppercase characters, whereas small letters are lowercase characters. 

It's a fun aquarium game! Children can take baby animals to ...","10,000",n/a
5.7489004,10.491375,ABC Flashcards,Children,Literacy - English / ABCs,"* Quick, Fun & Easy Ways to Learn the English Alphabet.

* The Best ABC Educational App 
* ABC Flashcards is a free phonics and alphabet teaching app.
* Learning languages in a playful way.
* Simple Educational App to help you learn phonics and ...","500,000",4.08
2.6210666,10.836541,Tiny World - Learning games for kids and toddlers,Children,Learning play,"Tiny World is a series of learning toddler games free for 2-5 year olds to play in family. These free games for toddlers will help your children to develop association skills, tactile and fine motor skills. 🎈

You will never find annoying ads insid...","100,000",3.86
1.0184191,9.083247,BabyBus TV:Kids Videos & Games,Children,General play,"Super JoJo: Kids Songs & Videos is an APP specially designed for kids aged 0-6, containing plenty of popular kids songs & cartoons. Kids love it for its fun content! 

PLENTY OF KIDS SONGS & CARTOONS
Our APP is a collection of many kids' favorite ...","1,000,000",3.86
1.6203448,1.0288131,DaysyDay - Period Tracker,Parents,Fertility tracking,"Discover the all new companion app to the Daysy fertility tracker. Designed with the feedback from our users and decades of experience in the fertility tracking market, DaysyDay brings you access to more features and a beautiful new look.  

Togeth...","10,000",n/a
3.5449626,9.318763,My First Words,Children,General play,"* Winner of the Editor's Choice Award, Children's Technology Review *

Touch, Look, Listen will delight and encourage children as they learn their first words. It’s the perfect book app for parents and little ones to share, combining superb photogr...","1,000",4.18
1.4353793,3.4420292,Pregnancy Day by Day,Parents,Pregnancy tracking,"""Day to Day Pregnancy Tracking"" application is the most advanced, comprehensive and useful pregnancy tracking application in Google Play. It NEVER requires an active internet connection. This application will accompany you in your great adventure whi...","500,000",4.44
4.100619,8.807245,SpeakEasy: Home Speech Therapy,Children,Learning play,"SpeakEasy has been shown by a rigorous randomized control trial to improve parent-child communication. SpeakEasy is trusted by thousands of speech therapists as the leading speech therapy app for early language development!

If you are looking to a...","100,000",3.92
4.4872417,8.761988,Vmonkey: Kids Learn Vietnamese,Children,Literacy - non-English,"VMonkey is a Vietnamese language learning application for Kindergarten & Primary School children under the new General Education Program, closely following the primary school output standards.
VMonkey application helps children promote their imagina...","100,000",n/a
4.5114207,9.678659,Starfall Learn to Read,Children,Literacy - English / ABCs,"The Learn to Read index content from the starfall.com website is now a FREE app!

The Starfall Learn to Read FREE app is made possible by the member supporters of Starfall.com, a publicly supported nonprofit. The activities at Starfall.com motivate...","1,000,000",4.11
3.190648,10.690433,Preschool Learning Fun (SE),Children,Learning play,This is the School Edition (SE) of the super popular Preschool Learning Fun.  This version allows schools and teachers to purchase all the games at full price without using in-app purchases.  The content is the same as if the normal free version was ...,500,n/a
2.6117237,10.215319,Fish School by Duck Duck Moose,Children,Learning play,"A playful underwater experience filled with 8 educational activities, this award-winning app teaches children letters, numbers, shapes and colors with colorful fish and friendly sea life characters. AGES: 2-5.

CATEGORY: Curriculum

8 EDUCATIONAL...","100,000",4.25
3.2064636,10.782823,Toddler Games for 2-3 Year Old,Children,Learning play,"Kidlo Toddler Games is a fun educational app for 2 year olds and 3 year olds👶 with 1000+ interactive games to play and learn easily. Begin your child's early learning journey with these exciting educational games!

Kidlo Toddler Games includes 🧩puz...","10,000,000",4.34
5.705684,10.590821,CandyBots Alphabet ABC Phonics,Children,Literacy - English / ABCs,"Ready to tracing and spelling the Candybots ALPHABET ABC within the baby kids before kindergarten? Alphabet saga full A to Z letters phonics learning. Endless Wordplay and Reader with Baby Bots!

Candybots Alphabet ABC is an education app with soun...","10,000",n/a
5.3089623,10.883833,Alphabet for kids - ABC Learning,Children,Literacy - English / ABCs,"Learn how to write the alphabet within seconds with the animals! A is for alligator. B is for bear.
 What’s more? Follow the dot lines to write the letter and explore! 
 Alphabet is the perfect interactive learning app for preschoolers with step-by...","50,000",n/a
1.7603542,11.776721,Toddler Kids puzzle game - Animals,Children,Learning play,"Our baby favorite, the best educational FREE puzzle game that will entertain and teach for hours. It will help your toddler learn his first words and alphabets while working on the development of fine motor and tactile skills - all this through match...","1,000,000",3.95
1.3454849,10.836177,Toddler & kids learning games,Children,General play,"Jungle Town offers fun 5 year old games for girls free as well as 5 year old games for boys free. And if you are looking for 2yr old baby games, 3yr and 4yr old games, or just fun learning games for kindergarten, you will highly appreciate Jungle Tow...","50,000",3.95
4.807438,13.363701,Animal Math Games for Kids,Children,Numeracy development,"Travel the world over from Bessie's Farm to the plains of Africa to the deepest reaches of outer space as you join math-explorer Emma through more than 100 fun math games on a quest to help her animal friends find a way home! 

Playable by kids of ...","10,000",n/a
